Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Ireland,IRL,1986,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.3
Ireland,IRL,1985,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.3
Ireland,IRL,1984,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.3
Ireland,IRL,1983,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.2
Ireland,IRL,1982,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5
Ireland,IRL,1981,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.1
Ireland,IRL,1980,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.7
Ireland,IRL,1979,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.6
Ireland,IRL,1978,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.3
Ireland,IRL,1977,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.4
Ireland,IRL,1976,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.7
Ireland,IRL,1975,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.0382538
Ireland,IRL,1974,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.9
Ireland,IRL,1973,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.8
Ireland,IRL,1972,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.8
Ireland,IRL,1971,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.6
Ireland,IRL,1970,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.0104651
Ireland,IRL,2017,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,1402087671.72154
Ireland,IRL,2016,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,1293678052.21755
Ireland,IRL,2015,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,1236666275.57912
Ireland,IRL,2014,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,992226116.504854
Ireland,IRL,2013,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,964048669.819324
Ireland,IRL,2012,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,939351557.056715
Ireland,IRL,2011,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,896562447.863659
Ireland,IRL,2010,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,959544102.767411
Ireland,IRL,2009,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,924807091.392634
Ireland,IRL,2008,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,951534464.770272
Ireland,IRL,2007,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,939723331.88665
Ireland,IRL,2006,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,862787125.40315
Ireland,IRL,2005,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,818476387.550641
Ireland,IRL,2004,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,776919466.862847
Ireland,IRL,2003,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,713585087.039267
Ireland,IRL,2002,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,689384666.437925
Ireland,IRL,2001,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,669450377.687887
Ireland,IRL,2000,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,596027742.008211
Ireland,IRL,1999,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,550230867.334933
Ireland,IRL,1998,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,503294639.357387
Ireland,IRL,1997,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,456685472.412833
Ireland,IRL,1996,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,418499004.39849
Ireland,IRL,1995,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,377019817.63928
Ireland,IRL,1994,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,356551684.618523
Ireland,IRL,1993,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,323367209.580188
Ireland,IRL,1992,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,304475402.41588
Ireland,IRL,1991,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,292145127.904497
Ireland,IRL,1990,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,273296539.469201
Ireland,IRL,1989,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,246109115.009575
Ireland,IRL,1988,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,228293614.694893
Ireland,IRL,1987,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,216900008.133591
Ireland,IRL,1986,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,193844285.847445
Ireland,IRL,1985,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,172967166.307376
Ireland,IRL,1984,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,155454415.033687
Ireland,IRL,1983,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,146907021.516279
Ireland,IRL,1982,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,135990203.306351
Ireland,IRL,1981,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,126821601.432296
Ireland,IRL,1980,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,113493800.708584
Ireland,IRL,1979,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,105377028.800194
Ireland,IRL,1978,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,81626359.8830218
Ireland,IRL,1977,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,74024367.5858534
Ireland,IRL,1976,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,64033450.259718
Ireland,IRL,1975,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,58220210.1109521
Ireland,IRL,1974,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,54681135.9405113
Ireland,IRL,1973,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,47783304.8711803
Ireland,IRL,1972,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,42293976.3392413
Ireland,IRL,1971,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,40303681.98636
Ireland,IRL,1970,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,32211712.531573
Ireland,IRL,2017,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.531093815046038
Ireland,IRL,2016,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.523756296444351
Ireland,IRL,2015,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.55208315874068
Ireland,IRL,2014,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.453071286075276
Ireland,IRL,2013,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.47725181674224
Ireland,IRL,2012,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.516127229152041
Ireland,IRL,2011,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.464540128426766
Ireland,IRL,2010,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.515883926219038
Ireland,IRL,2009,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.469445224057174
Ireland,IRL,2008,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.399804396962299
Ireland,IRL,2007,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.401591167472928
Ireland,IRL,2006,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.422934865393701
Ireland,IRL,2005,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.44725485658505
Ireland,IRL,2004,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.465221237642424
Ireland,IRL,2003,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.502524709182583
Ireland,IRL,2002,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.644284734988715
Ireland,IRL,2001,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.718349935647161
Ireland,IRL,2000,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.684805232388217
Ireland,IRL,1999,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.638688591491204
Ireland,IRL,1998,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.622935747478806
Ireland,IRL,1997,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.610098809677771
Ireland,IRL,1996,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.600590986979087
Ireland,IRL,1995,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.596281118214181
Ireland,IRL,1994,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.67139024744264
Ireland,IRL,1993,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.666319060541206
Ireland,IRL,1992,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.590709247363769
Ireland,IRL,1991,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.628500398282638
Ireland,IRL,1990,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.596136772178329
Ireland,IRL,1989,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.682044699008812
Ireland,IRL,1988,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.649434369472363
Ireland,IRL,1987,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.678804777868425
Ireland,IRL,1986,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.718333706501907
Ireland,IRL,1985,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.87193693986081
Ireland,IRL,1984,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.819221116277121
Ireland,IRL,1983,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.733475835532393
Ireland,IRL,1982,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.648956208604407
Ireland,IRL,1981,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.612375811158186
Ireland,IRL,1980,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.517524650205497
Ireland,IRL,1979,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.568957635264047
Ireland,IRL,1978,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.550057644639544
Ireland,IRL,1977,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.639815846040048
Ireland,IRL,1976,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.651044254278267
Ireland,IRL,1975,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.584835593387341
Ireland,IRL,1974,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.656199502318986
Ireland,IRL,1973,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.606367935805134
Ireland,IRL,1972,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.630118222664735
Ireland,IRL,1971,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.743308199569022
Ireland,IRL,1970,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.686864839443232
Ireland,IRL,2017,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2016,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2015,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2014,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2013,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2012,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2011,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2010,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2009,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2008,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2007,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2006,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2005,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2004,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2003,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2002,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2001,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2000,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1999,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1998,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1997,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1996,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1995,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1994,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1993,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1992,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1991,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1990,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1989,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1988,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1987,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1986,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1985,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1984,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1983,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1982,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1981,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1980,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1979,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1978,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1977,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1976,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1975,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1974,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1973,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1972,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1971,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,1970,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0
Ireland,IRL,2017,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2016,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2015,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2014,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2013,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2012,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2011,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2010,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2009,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2008,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2007,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2006,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2005,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2004,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2003,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2002,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2001,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2000,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1999,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1998,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1997,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1996,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1995,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1994,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1993,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1992,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1991,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1990,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1989,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1988,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1987,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1986,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1985,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1984,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1983,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1982,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1981,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1980,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1979,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1978,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1977,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1976,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1975,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1974,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1973,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1972,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1971,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,1970,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0
Ireland,IRL,2017,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,80982914727.8
Ireland,IRL,2016,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,70605797543.2
Ireland,IRL,2015,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,62641553893.8
Ireland,IRL,2014,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,38246343804.9
Ireland,IRL,2013,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,35477138155.4
Ireland,IRL,2012,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,32502286395
Ireland,IRL,2011,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,32968385916.2
Ireland,IRL,2010,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,31588878390
Ireland,IRL,2009,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,33424631171.6
Ireland,IRL,2008,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,37645873925
Ireland,IRL,2007,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,37041551289
Ireland,IRL,2006,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,33158449733.6
Ireland,IRL,2005,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,28117787666.8
Ireland,IRL,2004,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,24304681926.4
Ireland,IRL,2003,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,19731452638.4
Ireland,IRL,2002,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,14707640704
Ireland,IRL,2001,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,12572912314.6
Ireland,IRL,2000,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,11460127384.5953
Ireland,IRL,1999,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,11199530826.9725
Ireland,IRL,1998,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,9860937741.62063
Ireland,IRL,1997,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,9109360662.50253
Ireland,IRL,1996,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,8629032571.22551
Ireland,IRL,1995,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,7935606200.61529
Ireland,IRL,1994,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,6643560680.01901
Ireland,IRL,1993,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,5888442780.46981
Ireland,IRL,1992,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,6282980409.05308
Ireland,IRL,1991,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,5638794073.16742
Ireland,IRL,1990,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,5318251475.26839
Ireland,IRL,1989,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,4154546779.21587
Ireland,IRL,1988,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,4008399929.55064
Ireland,IRL,1987,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,3768382761.19523
Ireland,IRL,1986,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,3118665190.06609
Ireland,IRL,1985,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2302366766.02408
Ireland,IRL,1984,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2185960219.56023
Ireland,IRL,1983,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2398734426.63493
Ireland,IRL,1982,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2449142893.16465
Ireland,IRL,1981,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2365055744.0067
Ireland,IRL,1980,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2684004800.74234
